228663,1,130,23
574938,1,130,23
601007,20,1,130
177652,1,130,23
410778,1,130,23
479458,1,130,23
622367,1,130,23
111111,11,1,130
748902,15,1,130
921740,1,130,23
333333,13,130,23
248568,1,130,23
989120,1,130,23
484519,16,1,130
388814,1,130,23
103503,17,1,130
222222,12,1,130
123456,14,1,130
459658,1,130,23
738959,1,130,23
144788,18,1,130
158660,1,130,23
新用户3,583,1,130
990812,19,1,130
新用户2,1,130,23
